var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65
73,31,60,61,88,67,39,72,37,96,93,97,98,46,7,56,97,67,33,64,81,12,59,77,60,73,82,88,8,76,55,22,7,30,42,49,36,46,61,42,49,76,9,9,60,7,57,54,89,47,48,32,75,39,92,32,81,96,69,26,86,91,94,85,57
99,63,86,85,60,25,65,55,55,57,62,15,18,23,13,29,85,18,61,54,62,29,59,16,36,68,68,65,18,45,98,31,66,75,10,44,22,62,56,55,97,39,92,8,73,92,9,17,65,85,75,11,92,10,63,97,34,43,60,81,95,56,63,93,29
99,82,19,99,83,21,35,54,49,81,100,80,14,35,48,90,75,14,75,67,73,74,35,27,33,72,56,97,81,93,42,69,81,69,43,53,91,28,95,0,61,21,26,40,82,6,74,91,57,23,64,16,50,71,53,10,6,72,37,40,90,44,32,40,83
91,45,37,0,29,9,40,7,24,40,57,20,95,57,34,64,87,84,73,73,93,2,81,50,81,5,61,23,88,48,92,98,3,91,91,64,11,4,77,44,90,45,26,82,64,56,12,23,4,23,20,75,26,82,88,32,97,5,47,16,13,60,39,80,84
19,6,61,16,62,9,49,57,34,65,80,73,65,75,80,70,54,88,53,16,40,29,92,28,45,9,41,83,40,29,83,98,14,84,7,38,39,62,59,99,75,27,77,76,44,92,26,25,10,19,77,6,40,8,0,60,42,29,10,21,5,90,96,59,23
85,41,56,86,96,68,11,55,64,22,51,44,79,71,30,83,23,19,25,97,88,37,62,9,15,95,57,13,3,83,42,73,54,17,23,12,40,61,60,46,38,72,98,5,30,5,98,45,26,98,7,45,83,66,59,32,35,1,17,70,94,20,2,11,55
64,86,34,53,74,34,2,100,78,66,1,53,75,9,62,97,45,86,15,3,69,20,87,73,29,38,42,45,68,35,15,13,99,93,97,76,95,42,23,13,49,77,43,0,26,55,45,35,25,1,72,17,59,3,70,86,17,37,99,78,1,88,48,55,15
1,4,77,2,99,23,20,0,71,28,45,26,16,63,55,50,63,83,69,92,0,84,30,94,5,22,71,27,21,32,28,15,67,27,11,13,91,74,64,25,52,72,96,85,52,13,12,83,46,27,65,10,95,56,93,44,82,87,73,89,95,57,47,96,34
33,43,88,68,68,22,43,21,96,93,100,5,39,55,17,20,94,20,4,56,90,19,30,4,20,63,64,25,59,47,44,37,86,69,36,58,17,60,52,57,71,45,77,88,93,55,49,77,56,14,74,81,60,21,42,45,75,14,81,61,34,87,69,90,88
5,41,27,94,58,47,7,94,24,56,21,55,27,38,5,52,85,16,48,35,47,34,4,19,99,89,3,7,83,76,84,15,9,45,69,95,6,1,27,3,69,69,56,91,85,60,70,77,15,40,81,91,29,76,76,18,49,60,61,51,44,24,10,81,42
38,53,86,78,35,14,93,28,85,23,52,93,93,35,97,98,45,41,83,52,70,31,30,40,82,89,88,77,70,24,41,68,46,79,15,56,68,95,92,67,30,18,66,6,28,1,49,35,74,49,47,59,61,19,40,55,96,42,93,42,36,1,98,85,89
7,89,22,71,33,54,51,1,74,4,47,10,78,38,35,14,21,84,36,96,16,85,1,19,48,30,13,79,46,51,93,61,85,43,45,24,55,14,13,42,68,98,87,13,56,41,50,23,70,15,80,99,21,39,84,62,10,2,46,10,50,3,2,55,58
81,34,48,41,4,69,94,65,9,2,21,50,28,82,36,9,47,15,67,3,44,7,72,57,64,90,7,53,27,16,98,69,39,7,56,59,27,2,38,1,11,59,65,1,52,73,34,80,70,60,99,38,47,20,27,25,99,48,51,6,69,59,94,41,46
65,72,39,89,52,29,46,10,89,31,32,63,18,38,57,8,62,3,5,3,25,49,14,56,57,51,82,9,73,49,69,60,22,77,59,9,22,26,78,3,25,61,49,47,13,26,61,20,39,97,23,99,70,33,70,89,17,43,92,79,93,68,71,61,63
80,15,89,96,3,79,91,58,39,14,12,77,46,91,65,20,85,71,50,0,96,34,33,41,68,23,90,55,30,82,91,4,0,50,51,64,30,84,8,30,0,5,31,88,67,26,52,100,87,15,18,84,63,74,64,47,79,92,82,81,70,40,48,57,62
37,48,17,37,9,73,90,70,56,10,53,56,17,46,27,2,11,43,27,54,8,76,5,4,12,47,2,85,70,8,100,43,85,62,87,66,14,69,21,4,68,42,3,49,78,24,1,7,43,97,21,62,66,42,33,74,66,91,96,9,99,17,16,85,63
64,96,94,91,64,55,57,100,41,1,78,76,98,16,83,54,0,48,70,47,74,34,95,81,66,1,40,85,95,58,52,37,7,72,43,88,16,64,22,26,18,73,93,48,8,100,25,28,87,49,51,90,95,21,87,6,14,42,62,82,32,42,94,24,56
1,90,45,22,27,26,99,94,98,65,32,81,17,90,78,40,54,31,73,37,59,40,66,30,10,85,8,70,45,48,55,58,46,36,6,65,66,89,86,47,40,96,86,44,3,35,52,38,24,38,12,50,99,56,47,88,64,52,16,12,15,5,63,53,55
45,76,15,4,6,15,44,72,4,83,96,96,17,30,17,9,20,26,68,61,66,46,18,69,6,70,19,65,80,60,88,14,63,63,61,73,80,31,70,45,41,66,8,56,87,53,76,41,61,31,0,85,92,35,46,82,49,94,77,53,28,25,59,84,89
77,29,19,4,38,0,59,10,47,7,1,98,23,43,45,73,12,73,44,36,55,88,63,48,96,31,47,20,10,34,15,2,97,34,71,20,25,16,70,98,16,49,93,64,47,33,63,40,76,100,60,51,4,68,89,23,51,69,58,35,95,97,8,47,61
87,94,6,19,28,42,81,7,5,40,88,72,28,90,63,87,97,62,52,11,77,95,76,75,18,44,20,66,27,13,62,40,99,15,86,81,23,74,96,27,85,55,78,68,83,18,14,61,8,26,94,47,13,44,18,68,55,30,21,15,69,31,70,41,68
93,1,58,58,43,15,86,66,0,5,9,86,76,54,35,30,32,12,43,62,41,6,100,77,19,64,71,20,16,69,51,94,21,50,86,48,71,50,0,85,40,8,40,47,18,75,69,18,70,11,28,49,3,43,22,90,32,84,47,49,63,76,15,44,8
79,91,52,4,35,35,70,4,4,94,26,36,86,70,92,93,61,40,4,72,87,95,34,21,48,5,75,14,23,8,5,14,59,38,35,13,81,50,74,20,36,31,30,23,5,2,85,38,9,53,63,19,48,38,10,86,83,81,36,66,84,46,45,4,33
3,84,71,33,33,32,74,77,60,76,29,49,38,66,21,14,10,76,48,47,98,19,19,44,71,43,43,77,77,48,82,40,78,15,9,18,98,23,29,37,44,88,83,73,83,94,24,76,24,86,66,75,64,73,23,81,50,52,38,90,26,84,64,6,27
95,9,50,44,36,7,4,90,69,96,35,51,28,99,73,77,98,32,85,70,97,5,54,25,82,51,90,62,99,25,68,69,84,84,99,9,45,41,41,6,16,0,51,6,94,56,25,54,39,39,94,36,90,61,28,32,74,100,65,50,77,82,74,49,57
17,81,14,14,48,40,19,25,72,70,91,78,95,40,1,30,19,92,57,32,87,43,49,83,80,45,48,18,24,63,77,100,33,10,43,76,45,69,20,52,51,2,67,59,50,15,8,94,6,84,36,52,84,18,41,55,62,86,27,77,13,54,79,76,2
11,94,44,56,96,28,89,3,51,78,36,26,38,38,75,29,12,89,92,87,36,1,45,26,27,19,12,64,84,28,17,40,78,9,30,69,92,8,83,40,87,78,93,30,61,71,77,5,83,66,24,58,88,10,10,43,35,11,38,50,9,48,21,79,28
62,56,93,51,77,14,75,35,8,25,22,31,16,17,39,74,6,9,90,31,67,81,95,4,40,45,98,22,57,59,23,18,61,23,73,26,3,7,76,13,35,68,64,31,53,67,84,62,73,42,33,98,24,26,66,61,13,12,96,19,64,16,62,53,4
92,97,60,88,23,4,77,47,90,40,34,1,37,17,28,16,2,23,41,9,23,45,34,13,20,60,62,65,56,83,56,68,12,75,37,44,74,1,24,11,43,60,52,37,89,5,4,42,16,2,59,64,38,31,29,45,27,34,14,60,85,87,22,93,71
20,56,74,30,64,69,16,9,24,31,70,32,99,24,43,1,64,76,90,79,67,34,83,62,72,91,20,34,15,4,39,14,61,8,8,18,31,42,79,79,70,10,73,57,46,69,37,62,62,70,42,62,27,38,0,88,90,26,54,56,7,15,30,20,41
64,78,21,82,41,42,73,52,81,16,94,37,8,91,94,12,26,86,47,52,86,46,2,48,54,92,47,57,71,80,59,50,0,91,78,80,81,91,53,39,88,91,76,4,27,69,66,27,5,38,83,86,88,93,76,65,15,12,85,4,66,16,47,28,44
31,52,11,44,69,83,78,90,18,25,4,3,22,51,32,44,69,40,87,60,60,27,44,3,20,97,56,91,41,99,17,83,46,20,23,32,63,24,51,60,48,35,62,64,53,37,76,14,33,80,33,89,93,6,22,87,78,93,47,64,15,33,84,96,67
31,99,25,89,8,89,88,42,94,92,47,22,49,81,19,95,82,58,79,17,95,70,5,37,37,58,22,2,11,73,40,98,20,79,36,19,80,87,30,12,21,35,9,80,95,71,50,7,47,14,39,23,85,57,38,50,16,16,49,59,97,2,11,100,96
31,70,96,3,99,97,34,28,52,5,76,42,4,40,91,99,66,32,56,51,27,21,28,10,99,74,70,11,70,8,80,100,17,42,38,24,60,6,12,55,91,4,76,33,16,33,73,79,28,39,74,95,10,46,72,67,35,88,11,7,14,83,16,4,93
62,19,30,21,12,95,3,94,79,77,82,90,39,35,29,72,31,10,46,22,34,8,67,24,24,14,1,9,87,7,63,26,12,26,45,47,2,74,69,19,65,14,74,35,59,29,35,9,40,27,84,13,27,73,15,77,85,68,11,89,51,95,78,33,57
27,67,11,63,58,99,24,6,80,30,70,11,14,62,32,62,79,76,35,51,20,5,66,66,30,45,7,55,53,85,61,0,46,48,80,100,11,87,64,73,52,22,32,26,97,30,34,52,23,5,52,15,46,52,44,9,84,16,22,91,93,72,96,51,20
37,80,86,80,49,56,25,11,19,49,27,11,98,32,61,78,41,58,23,62,79,16,76,5,90,17,16,89,14,31,94,95,26,53,84,52,61,72,55,33,60,86,85,44,69,8,99,9,46,1,39,7,87,28,15,94,94,69,15,18,14,35,39,10,87
17,50,23,38,31,53,95,69,78,41,76,37,62,17,6,97,82,34,40,84,22,48,51,91,75,98,58,60,36,85,58,8,12,8,44,58,86,81,73,16,51,16,97,3,6,57,95,43,86,9,93,32,52,31,37,13,80,90,88,96,20,57,1,27,82
16,21,50,59,84,67,79,35,95,87,97,38,25,90,25,60,90,55,75,54,72,69,53,96,52,16,84,82,50,72,22,43,99,6,88,70,56,26,92,72,98,32,63,80,72,47,9,80,50,11,36,23,45,19,91,45,36,62,31,84,10,81,11,74,84
66,58,71,81,10,89,16,2,97,52,85,74,68,84,66,77,64,54,53,38,100,39,34,66,90,90,94,33,53,74,96,5,57,88,28,42,32,67,17,95,62,79,22,68,7,26,18,0,60,44,24,70,5,98,35,66,31,50,61,82,71,99,96,74,19
35,89,63,100,82,67,89,46,5,77,97,3,59,17,25,74,66,20,45,45,61,58,94,21,86,98,100,81,60,10,95,27,88,89,61,93,62,20,93,71,77,49,25,54,48,60,1,17,95,54,24,8,13,39,62,14,36,45,94,23,17,9,11,78,2
86,23,79,59,22,82,56,73,42,28,32,41,28,98,79,77,83,16,19,78,45,62,51,57,94,91,45,92,30,61,74,72,3,50,25,29,81,15,31,84,28,25,25,93,47,19,81,64,49,69,72,33,88,59,67,69,91,100,98,70,74,75,63,83,56
51,84,50,83,96,12,5,93,76,50,7,72,11,46,13,93,8,90,54,31,75,94,60,58,82,99,11,63,73,83,82,34,70,93,88,99,56,82,79,26,78,16,86,21,59,18,33,72,33,28,9,27,28,48,64,77,31,39,2,3,54,95,51,25,34
65,13,1,27,80,15,20,54,47,0,16,44,41,12,71,64,83,26,74,35,20,49,46,40,8,89,86,8,9,12,76,23,33,4,0,55,55,34,29,41,19,45,72,78,54,5,15,83,13,71,45,10,98,99,1,57,77,12,90,30,82,46,97,47,94
74,56,46,82,100,20,12,27,98,8,20,67,87,75,66,4,20,88,59,69,41,66,21,94,17,49,76,31,43,95,53,94,6,79,42,72,53,81,28,57,14,71,38,25,19,100,59,79,58,45,31,78,84,62,41,28,42,7,17,52,36,100,33,6,62
8,37,15,25,100,18,64,82,77,84,7,45,62,1,91,70,75,27,58,72,10,92,47,47,28,41,47,89,74,39,97,83,54,18,29,46,48,6,79,36,38,46,86,25,46,12,51,50,63,39,35,64,26,30,66,48,1,43,41,64,52,40,53,30,80
44,11,91,8,40,9,11,50,52,70,67,34,44,60,72,36,72,21,28,80,26,93,44,64,46,7,19,20,35,55,9,43,50,29,17,42,67,15,43,1,76,2,97,24,62,72,22,43,1,43,37,34,57,10,7,96,35,33,37,6,27,97,99,93,91
11,64,80,25,78,58,13,31,5,44,76,63,70,23,96,42,95,17,24,39,6,81,21,90,35,69,72,28,91,53,38,46,56,41,53,42,58,54,16,11,27,52,59,12,45,54,5,53,78,14,94,42,3,86,58,56,57,98,57,53,82,10,5,32,64
36,48,46,50,9,14,91,44,67,96,95,18,89,25,99,37,83,12,9,1,78,53,79,36,48,6,58,63,28,34,43,36,0,27,12,2,91,13,53,98,74,28,95,34,39,79,88,42,33,41,77,72,26,87,51,19,39,80,17,3,52,83,33,74,82
59,3,30,44,87,50,82,6,69,49,8,12,66,2,0,46,47,68,52,76,23,20,94,60,92,41,21,52,42,16,45,32,52,72,71,92,68,17,98,22,95,86,82,55,23,0,75,63,9,64,89,15,44,48,74,45,81,37,63,77,30,73,71,14,15
97,72,83,24,61,48,0,53,86,12,94,5,80,1,76,9,83,33,63,26,8,12,39,78,33,71,39,78,15,64,11,83,17,61,86,95,38,26,61,60,6,72,33,94,82,60,74,87,44,50,82,91,12,86,66,83,17,46,65,95,72,89,92,29,94
94,90,49,31,65,28,36,73,27,80,51,24,16,84,24,54,48,34,72,71,79,10,83,3,29,81,57,44,10,30,35,22,92,92,32,73,88,57,7,14,65,62,41,72,77,41,34,50,20,20,1,77,17,64,34,58,24,82,92,83,14,88,25,96,28
8,98,78,22,5,31,38,44,48,77,41,55,26,28,78,89,32,99,98,47,90,59,75,73,15,90,23,53,67,53,48,1,20,3,49,93,59,8,49,30,10,81,26,43,69,11,19,29,43,95,7,1,37,27,8,73,9,35,28,13,24,90,45,77,81
2,65,81,63,57,50,2,23,79,26,97,64,24,34,1,0,13,8,92,51,32,12,20,15,15,88,24,34,29,58,96,31,85,27,48,47,19,88,75,29,45,1,81,6,54,9,32,55,11,39,16,17,77,18,51,28,86,59,30,46,66,34,85,82,58
52,7,93,25,0,93,54,62,64,15,59,45,74,61,96,11,19,20,29,83,12,34,34,7,45,86,28,3,79,89,17,14,20,14,13,100,55,63,16,34,16,18,40,44,100,96,74,69,88,81,66,60,9,78,98,59,86,16,76,61,96,76,81,27,70
99,22,90,21,38,16,74,3,29,33,93,66,55,49,5,30,3,50,97,71,57,6,12,99,43,99,7,82,97,64,98,29,37,38,55,53,38,31,42,35,64,12,87,41,10,48,51,30,55,61,8,25,83,41,54,74,91,54,64,78,51,47,100,79,21
96,93,90,56,62,25,74,69,21,89,17,98,78,13,70,37,38,57,13,36,17,27,89,41,76,25,65,18,59,94,89,58,8,54,71,80,1,62,93,50,78,29,69,15,68,91,99,49,35,57,37,25,29,28,45,87,40,94,16,17,29,21,31,11,71
22,70,57,76,70,42,60,38,36,80,40,47,55,94,51,89,95,62,83,87,62,85,11,64,47,68,58,3,68,16,95,49,91,29,16,41,28,35,8,92,87,36,58,97,74,99,98,60,29,17,20,7,21,95,95,96,38,66,53,99,5,78,71,34,2
41,23,71,39,39,32,4,43,53,26,98,76,63,79,21,2,90,41,71,66,34,15,54,16,29,34,6,70,26,16,61,21,94,60,17,23,93,34,88,58,48,2,35,18,77,48,13,41,0,39,57,69,74,75,19,1,45,38,97,72,78,48,13,31,0
86,28,16,70,98,48,33,28,34,91,81,66,96,15,70,34,62,23,40,100,24,31,38,80,68,85,68,80,87,57,83,57,89,64,98,75,23,66,18,48,73,22,43,41,27,3,27,45,65,99,28,100,84,11,7,4,96,98,50,51,90,50,24,6,66
4,43,83,22,13,100,74,27,84,24,29,0,22,12,51,40,3,67,59,6,18,16,65,16,81,56,26,90,51,40,22,96,47,9,84,75,29,33,44,49,31,46,19,62,64,94,5,87,43,8,57,26,32,62,65,71,50,47,66,70,30,25,15,41,83
79,46,76,93,63,70,59,37,2,29,7,8,70,12,75,55,53,88,25,11,49,80,16,79,60,57,70,32,48,38,47,80,85,92,13,40,28,51,70,70,86,49,40,8,69,30,48,20,49,7,34,90,20,32,55,70,50,80,92,97,21,76,90,70,63
1,45,38,70,87,81,5,94,10,42,98,81,13,44,84,49,1,84,17,98,29,10,92,31,25,78,91,29,28,49,86,73,30,50,63,88,28,98,16,93,17,1,3,90,73,59,70,76,71,25,20,40,70,46,88,26,2,84,59,19,27,67,99,61,25
100,47,64,59,37,24,4,9,95,98,4,72,56,68,14,67,60,88,37,61,56,7,86,7,10,12,29,84,35,33,10,23,54,39,64,88,33,31,90,0,92,97,45,3,12,85,6,94,6,17,51,8,94,72,45,98,61,88,72,27,0,44,53,25,95
5,16,43,89,73,26,60,5,25,83,45,56,79,50,57,32,59,1,67,48,62,9,42,90,12,6,70,71,2,44,56,68,32,97,81,79,21,84,65,70,78,0,35,35,100,2,57,88,93,9,100,4,29,54,90,98,98,38,97,93,68,60,44,77,34
7,68,35,24,13,69,58,15,57,40,12,35,82,22,48,62,10,76,55,62,74,87,84,43,79,72,43,49,46,38,66,35,82,21,3,24,89,3,9,26,20,25,8,94,19,7,5,53,12,10,52,30,63,59,82,2,32,79,71,11,55,45,42,80,53
8,42,58,97,88,15,71,99,90,0,88,9,69,79,7,69,91,82,15,49,81,46,19,97,48,78,49,83,80,29,30,33,51,70,89,40,89,48,17,89,62,41,25,81,53,25,14,38,47,71,86,83,78,27,44,40,48,85,81,77,98,13,10,80,81
83,66,75,22,68,63,12,69,49,16,65,46,20,0,4,81,25,59,66,8,48,78,67,36,28,78,27,22,89,93,62,8,73,42,53,1,36,11,1,82,85,48,98,10,74,61,62,99,3,16,23,52,75,44,89,70,38,70,35,34,21,85,16,53,55
98,59,66,96,18,23,90,74,47,5,59,100,2,0,14,94,66,80,44,37,92,8,78,32,97,25,36,59,34,1,44,36,1,66,58,95,46,36,19,23,63,96,79,11,13,57,53,44,97,7,9,27,70,100,44,96,77,70,26,65,0,18,51,39,47
47,24,64,55,90,17,16,33,98,5,67,4,75,18,65,96,33,57,40,61,15,20,98,10,10,78,64,62,17,25,36,62,35,45,80,70,52,35,78,14,86,18,67,33,55,91,52,62,62,97,58,28,87,40,87,97,98,72,68,55,19,70,33,27,16
51,97,22,19,84,43,59,6,28,9,32,91,77,2,49,52,9,45,34,48,83,55,67,86,36,93,58,26,11,28,97,43,42,6,57,19,12,38,53,22,74,68,74,0,36,35,86,86,4,44,46,64,14,11,45,17,21,18,38,42,99,61,59,39,66
85,73,55,92,31,5,95,12,82,53,18,0,15,42,70,91,98,15,62,64,31,12,80,87,64,55,59,11,36,100,20,25,41,81,49,10,52,80,87,56,59,44,86,82,52,59,70,70,70,63,94,87,34,17,82,9,91,73,69,9,27,65,88,36,35
9,90,40,82,50,55,16,56,74,100,64,57,1,32,61,55,12,95,85,60,25,26,98,47,21,23,62,26,27,81,84,60,96,47,89,2,66,53,60,59,38,84,54,80,19,82,64,54,78,57,9,35,96,61,5,34,25,44,13,99,82,50,4,83,63
80,74,51,26,48,38,51,12,51,8,36,96,84,52,52,55,50,85,57,0,85,4,66,64,93,42,23,85,62,22,77,46,50,14,17,3,65,69,88,89,79,6,74,80,2,73,99,32,72,24,91,62,26,16,76,27,24,94,17,83,61,19,54,12,56
24,37,47,15,62,14,23,5,59,69,51,0,29,28,50,41,74,50,31,85,100,35,46,52,48,44,69,0,40,96,20,97,33,78,46,30,11,35,49,54,14,8,18,68,34,82,36,2,84,45,27,3,69,86,20,42,37,78,32,10,4,85,90,40,21
80,3,5,13,37,29,51,2,99,93,66,15,20,20,48,90,61,38,77,89,33,22,100,31,57,35,27,70,97,0,50,61,2,11,61,61,62,32,3,14,62,63,71,27,33,86,17,46,72,91,22,99,77,87,98,34,2,68,7,51,80,92,48,39,75
1,13,26,16,78,84,50,78,31,73,89,85,14,7,93,71,32,15,92,16,66,21,85,93,16,22,44,44,31,34,14,77,61,4,52,29,2,58,69,93,0,94,76,83,26,69,23,53,14,72,19,21,57,92,74,59,95,22,63,57,78,92,89,48,36
34,92,63,37,40,88,28,3,39,85,22,10,66,77,96,49,39,46,99,86,45,7,8,32,42,0,30,10,34,66,59,100,13,31,37,21,47,1,53,56,87,22,69,58,78,100,28,28,41,77,53,46,91,66,59,19,91,68,28,94,44,16,83,88,62
16,19,56,26,32,81,51,67,38,32,60,3,91,7,33,86,16,79,84,43,61,11,60,59,37,99,84,86,29,89,54,46,20,64,96,84,2,96,3,43,48,74,17,13,11,57,68,61,1,67,88,54,14,79,24,40,11,19,61,76,57,10,58,50,54
44,97,13,70,8,92,44,19,90,86,84,80,44,31,4,50,14,69,17,55,77,18,6,96,48,58,78,66,96,41,32,47,39,15,40,93,19,64,76,62,60,58,55,9,20,68,38,68,5,3,57,86,58,52,61,29,27,20,92,28,47,57,57,75,85
81,91,78,40,99,28,63,75,73,18,32,87,1,78,82,60,59,63,19,45,99,17,0,91,11,16,9,17,41,87,31,89,56,3,76,1,32,13,97,88,65,92,84,74,2,40,51,1,5,45,97,3,10,74,45,79,6,27,84,89,11,26,25,92,33
30,55,47,95,46,75,88,41,67,41,57,23,43,12,29,5,97,83,5,88,64,63,42,54,73,68,34,8,20,20,24,27,97,13,66,25,100,48,61,92,63,86,24,96,67,44,86,22,56,39,66,17,65,71,58,57,54,29,28,95,36,89,66,42,50
99,9,64,57,58,8,3,40,98,45,2,41,99,32,30,56,5,92,34,51,33,74,58,58,93,14,49,88,74,35,78,24,13,21,97,39,35,22,45,90,16,4,97,31,67,13,65,89,63,60,82,98,97,39,41,48,9,36,37,11,88,64,28,79,69
86,79,78,38,20,57,64,54,59,34,24,97,74,45,84,62,12,43,29,24,64,27,73,28,38,37,41,15,30,13,23,44,49,25,95,58,81,69,55,57,34,92,40,28,57,40,97,95,54,58,55,22,19,94,60,75,54,31,62,38,84,4,73,66,32
62,88,53,25,45,75,40,42,56,84,10,2,71,54,50,82,76,17,46,95,48,77,14,69,87,2,92,51,69,70,93,59,31,59,82,94,20,43,64,11,96,97,44,52,46,38,64,58,69,89,66,77,21,28,3,82,19,100,51,3,80,89,2,77,56
55,31,71,22,55,94,58,79,57,57,75,12,99,32,7,20,63,52,96,100,42,90,32,58,0,5,44,40,72,54,27,11,62,1,57,26,73,22,95,91,93,43,57,29,52,53,70,95,45,4,48,25,70,23,36,68,44,98,75,58,6,56,97,52,5
35,59,91,34,9,39,83,24,12,38,23,73,50,49,91,15,64,30,43,66,41,34,61,25,9,4,24,42,79,85,41,86,80,100,73,14,2,31,42,88,12,81,1,96,28,19,44,65,93,57,88,66,11,54,7,80,29,92,74,84,40,67,68,58,58
42,82,96,81,18,7,77,96,3,24,13,73,3,95,84,67,31,81,96,74,17,56,14,54,93,11,55,88,2,41,77,0,38,56,45,77,96,42,0,72,24,69,39,36,14,1,77,25,21,4,22,100,46,58,9,39,73,2,13,0,94,85,8,59,88
29,51,36,24,16,98,25,90,99,15,38,5,0,99,16,94,64,25,38,57,72,46,12,28,88,84,74,26,88,72,46,83,37,88,98,82,49,75,25,83,50,72,32,96,30,76,41,89,7,47,48,92,15,7,50,86,47,98,13,42,66,64,88,50,37
8,35,4,4,30,22,33,61,69,44,70,42,32,100,59,20,34,25,70,64,11,88,47,91,23,56,35,79,67,49,82,100,57,74,77,75,55,51,59,44,54,4,41,70,100,29,48,42,69,11,78,56,96,10,43,15,23,80,58,33,74,86,34,16,21
17,20,34,81,75,11,50,49,10,61,33,100,11,49,94,33,33,13,65,78,42,41,8,58,25,8,21,34,94,99,59,26,80,95,2,8,77,14,18,72,92,88,48,3,10,88,23,100,72,23,32,29,26,69,86,31,31,76,26,12,58,37,32,70,48
13,66,78,38,15,60,61,54,49,78,0,85,34,19,2,14,28,34,47,46,0,59,68,100,81,7,32,95,1,37,52,70,49,28,65,56,97,42,42,59,63,88,49,43,19,24,26,6,61,19,84,19,14,5,55,5,0,10,42,33,95,54,53,88,4
37,21,96,2,88,17,33,71,15,37,60,74,67,31,19,51,12,18,46,72,67,47,90,50,64,87,6,25,35,81,51,56,56,94,21,37,87,86,70,98,15,2,86,21,68,15,56,53,3,87,60,86,99,46,93,24,45,5,28,81,57,23,64,42,19
0,43,49,72,73,32,44,55,92,29,62,4,47,96,89,5,62,68,33,83,53,70,37,0,69,49,70,41,34,41,0,22,87,78,69,37,95,96,46,48,44,92,73,81,23,40,69,68,35,84,56,76,61,58,41,62,8,95,36,69,26,40,14,31,79
50,48,32,71,49,5,86,36,57,86,36,20,97,68,20,72,94,99,92,60,7,23,24,24,45,66,23,66,60,51,42,40,15,3,86,40,44,63,72,10,76,85,20,60,18,42,33,81,75,19,68,85,73,21,78,61,71,73,31,51,67,31,62,1,92
59,44,50,16,14,89,47,22,74,93,70,88,62,69,79,94,21,37,92,84,61,72,16,93,28,46,80,96,15,20,41,42,68,35,56,22,35,45,68,61,4,91,7,2,15,35,98,14,96,5,15,19,92,1,19,65,7,44,63,21,0,17,43,19,85
70,10,46,84,5,71,54,11,33,95,73,69,30,9,66,95,29,32,74,76,16,35,37,77,40,90,26,28,51,57,15,62,49,73,12,5,47,72,50,54,77,16,36,16,12,64,27,24,77,19,35,91,86,10,14,24,20,73,95,50,45,24,56,62,47
17,54,97,10,36,41,16,2,85,43,18,11,79,28,44,79,61,37,1,93,40,85,10,13,98,90,75,72,7,90,81,30,16,7,88,96,28,9,98,97,22,39,76,43,55,11,24,15,17,91,98,61,49,11,43,52,28,56,95,22,56,86,19,58,80
8,15,91,70,41,97,40,77,6,48,8,46,21,74,55,65,50,4,34,12,22,38,64,45,78,99,37,81,34,93,20,26,26,86,65,43,22,35,33,38,99,52,39,83,20,72,9,16,22,36,67,46,10,0,66,21,95,88,24,60,34,88,55,11,89
67,43,50,32,28,47,55,2,53,49,28,0,9,72,72,16,95,60,91,19,91,3,43,11,5,45,46,5,87,35,76,33,34,23,87,81,45,34,11,90,13,97,67,61,36,96,9,14,44,89,65,75,18,84,99,81,44,51,73,62,80,40,6,90,24
80,76,66,89,19,51,33,100,82,98,96,97,28,1,11,21,95,39,17,23,38,75,11,51,43,53,9,49,6,61,30,6,95,22,28,53,98,95,24,4,30,47,47,4,15,44,17,9,59,25,85,79,41,3,13,80,41,20,83,5,79,76,19,6,20
61,65,99,97,57,74,83,29,58,47,86,44,64,67,67,13,33,62,22,72,77,38,19,67,10,90,60,49,86,60,82,53,17,65,74,63,45,57,96,4,94,38,30,29,58,96,49,89,34,76,87,55,71,26,31,61,78,67,55,23,18,40,73,74,26
43,92,62,34,18,85,79,13,34,38,59,29,54,90,95,99,75,55,17,70,97,54,58,41,7,15,91,93,19,67,74,54,18,91,13,42,22,66,80,31,74,22,67,45,8,60,66,43,70,20,59,21,98,16,69,14,60,21,73,40,36,22,44,45,4
80,77,3,61,26,81,100,23,83,68,8,34,83,49,62,13,54,87,91,85,4,74,73,60,80,77,94,90,70,61,75,69,47,15,73,70,19,79,96,46,25,67,56,93,80,31,37,83,99,33,20,7,8,70,98,92,72,58,89,16,47,90,97,29,91
22,79,37,80,74,100,53,17,36,38,25,10,6,62,67,3,3,17,88,0,22,16,46,53,87,97,60,64,91,96,59,100,25,71,80,49,76,85,80,19,27,56,52,99,79,42,61,87,4,89,2,65,60,7,96,3,61,76,83,22,86,16,57,76,15
26,1,77,61,81,28,83,16,48,93,36,61,27,15,68,44,50,7,63,33,57,86,76,93,30,51,87,66,0,90,1,17,32,29,13,55,35,51,90,84,29,77,25,91,52,90,7,20,29,16,21,38,60,13,15,44,60,41,73,97,20,75,27,55,77
